Filename,Chunk Size,Generated Question,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_1 Docs,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_10 Docs,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_3 Docs,dynamic_tinybert_q_a_512_dynamic_tinybert_q_a_512_5 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_1 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_10 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_3 Docs,gpt2-medium_q_a_512_gpt2-medium_q_a_512_5 Docs,t5-base_q_a_512_t5-base_q_a_512_1 Docs,t5-base_q_a_512_t5-base_q_a_512_10 Docs,t5-base_q_a_512_t5-base_q_a_512_3 Docs,t5-base_q_a_512_t5-base_q_a_512_5 Docs
aa23-319a_chunk_1.txt,512,,"size, time and date stamps, permissions, and data content",extortion of the organization,"size, time and date stamps, permissions, and data content","size, time and date stamps, permissions, and data content",[T1069,"enumerate accessible network shares in a domain.[21],[22",[T1069,[T1069,TRUE,Embedded Payloads,TRUE,Embedded Payloads
icsa-23-166-11_chunk_0.txt,512,,denial-of-service,denial-of-service,denial-of-service,denial-of-service,3,3,3,3,"RISK EVALUATION Exploitation of these vulnerabilities could lead to denial-of-service, crashing the application, arbitrary code execution, privilege escalation, and expose sensitive information","RISK EVALUATION Exploitation of these vulnerabilities could lead to denial-of-service, crashing the application, arbitrary code execution, privilege escalation, and expose sensitive information","RISK EVALUATION Exploitation of these vulnerabilities could lead to denial-of-service, crashing the application, arbitrary code execution, privilege escalation, and expose sensitive information","RISK EVALUATION Exploitation of these vulnerabilities could lead to denial-of-service, crashing the application, arbitrary code execution, privilege escalation, and expose sensitive information"
home-network-security_chunk_8.txt,512,,Temporary Key Integrity Protocol,Temporary Key Integrity Protocol,Temporary Key Integrity Protocol,Temporary Key Integrity Protocol,#NAME?,#NAME?,#NAME?,#NAME?,TRUE,TRUE,TRUE,TRUE
ar23-074a_chunk_6.txt,512,,The program will then invoke certutil,The program will then invoke certutil,The program will then invoke certutil,The program will then invoke certutil,HTTP Session,HTTP Session,HTTP Session,HTTP Session,XEReverseShell[.]exe,a .NET DLL that is designed to invoke PowerShell to download and execute a file,XEReverseShell[.]exe,XEReverseShell[.]exe
ar21-134a_chunk_4.txt,512,,keys and strings,keys and strings,keys and strings,keys and strings,.e,.e,.e,.e,TRUE,TRUE,TRUE,TRUE
aa24-038a_chunk_12.txt,512,,secure by design and default principles and tactics,secure by design and default principles and tactics,secure by design and default principles and tactics,secure by design and default principles and tactics,mitigations are intended,mitigations are intended,mitigations are intended,mitigations are intended,Audit all network appliance and edge device configurations with indicators of malicious activity,Audit all network appliance and edge device configurations with indicators of malicious activity,Audit all network appliance and edge device configurations with indicators of malicious activity,Audit all network appliance and edge device configurations with indicators of malicious activity
aa23-319a_chunk_4.txt,512,,to execute malicious actions,to execute malicious actions,to execute malicious actions,to execute malicious actions,Rhysida actors reportedly engage,Rhysida actors reportedly engage,Rhysida actors reportedly engage,Rhysida actors reportedly engage,automate ransomware execution,automate ransomware execution,automate ransomware execution,automate ransomware execution
aa23-250a_chunk_11.txt,512,,Align your security technologies against the technique,Align your security technologies against the technique,Align your security technologies against the technique,Align your security technologies against the technique,"products, processes","products, processes","products, processes","products, processes",testing your existing security controls inventory to assess how they perform against the MITRE ATT&CK techniques described in this advisory,testing your existing security controls inventory to assess how they perform against the MITRE ATT&CK techniques described in this advisory,testing your existing security controls inventory to assess how they perform against the MITRE ATT&CK techniques described in this advisory,testing your existing security controls inventory to assess how they perform against the MITRE ATT&CK techniques described in this advisory
icsa-24-046-11_chunk_18.txt,512,,an attacker must have local access to the target machine with local system privileges,an attacker must have local access to the target machine with local system privileges,an attacker must have local access to the target machine with local system privileges,an attacker must have local access to the target machine with local system privileges,2.2,2.2,2.2,2.2,3.2.106 IMPROPER CHECK FOR UNUSUAL OR EXCEPTIONAL CONDITIONS,3.2.106 IMPROPER CHECK FOR UNUSUAL OR EXCEPTIONAL CONDITIONS,3.2.106 IMPROPER CHECK FOR UNUSUAL OR EXCEPTIONAL CONDITIONS,3.2.106 IMPROPER CHECK FOR UNUSUAL OR EXCEPTIONAL CONDITIONS
aa23-278a_chunk_0.txt,512,,Update regularly and automate patching,Update regularly and automate patching,Update regularly and automate patching,Update regularly and automate patching,2) the importance,2) the importance,2) the importance,2) the importance,secure-by-design and -default principles and tactics,secure-by-design and -default principles and tactics,secure-by-design and -default principles and tactics,secure-by-design and -default principles and tactics
aa23-074a_chunk_5.txt,512,,backdoor access and remote control,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,"’s malware enumerates systems, processes","6, 2021","6, 2021","6, 2021",TRUE,SolarWinds Orion,T1072 Software Deployment Tools Defender Control Disables Microsoft Defender. Enables LockBit affiliate actors to bypass Microsoft Defender,SolarWinds Orion
aa23-325a_chunk_2.txt,512,,remote admin tool,extortion of the organization or as intelligence,remote admin tool,remote admin tool,19.135,"enumerate accessible network shares in a domain.[21],[22",19.135,19.135,185.17.82,"Obtain Capabilities: Malware T1059.007 Actors dropped an ASPX web shell on the OWA server, which was designed to execute remote JavaScript code",Generates .bat files using PowerShell scripts,"Obtain Capabilities: Malware T1059.007 Actors dropped an ASPX web shell on the OWA server, which was designed to execute remote JavaScript code"
aa23-165a_chunk_2.txt,512,,69 11%,69 11%,69 11%,69 11%,LockBit name. The introduction of LockBit 2,LockBit name. The introduction of LockBit 2,LockBit name. The introduction of LockBit 2,LockBit name. The introduction of LockBit 2,69 11%,69 11%,69 11%,69 11%
aa23-059a_chunk_9.txt,512,,"help detect some of the pass-the-ticket, DCSync","help detect some of the pass-the-ticket, DCSync","help detect some of the pass-the-ticket, DCSync","help detect some of the pass-the-ticket, DCSync",NIST recommend all organizations implement. CISA and,NIST recommend all organizations implement. CISA and,NIST recommend all organizations implement. CISA and,NIST recommend all organizations implement. CISA and,Smart card use was inconsistent across the domain,Smart card use was inconsistent across the domain,Smart card use was inconsistent across the domain,Smart card use was inconsistent across the domain
aa22-158a_chunk_7.txt,512,,Upgrade WinBox and RouterOS and change passwords,to defend against external threats,Upgrade WinBox and RouterOS and change passwords,Upgrade WinBox and RouterOS and change passwords,8.3R1 to,"addition to a network firewall, consider installing a firewall on all computers connected",8.3R1 to,8.3R1 to,Upgrade WinBox and RouterOS and change passwords Firewall the WinBox port from the public interface and from untrusted networks,Upgrade WinBox and RouterOS and change passwords Firewall the WinBox port from the public interface and from untrusted networks,Upgrade WinBox and RouterOS and change passwords Firewall the WinBox port from the public interface and from untrusted networks,Upgrade WinBox and RouterOS and change passwords Firewall the WinBox port from the public interface and from untrusted networks
aa23-325a_chunk_7.txt,512,,testing until patching is ready and deployable,preventing unwanted or malicious software from reaching out to the internet,testing until patching is ready and deployable,testing until patching is ready and deployable,2.T]. Enable enhanced PowerShell logging [CPG 2,"addition to a network firewall, consider installing a firewall on all computers connected",2.T]. Enable enhanced PowerShell logging [CPG 2,2.T]. Enable enhanced PowerShell logging [CPG 2,testing,testing,testing,testing
aa23-075a_chunk_2.txt,512,,to avoid running more than one instance of the ransomware,to avoid running more than one instance of the ransomware,to avoid running more than one instance of the ransomware,to avoid running more than one instance of the ransomware,3,3,3,3,Mutual Exclusion Object,Figure 2 shows the alleged number of victims worldwide on LockBit leak sites starting in Q3 2020,Figure 2 shows the alleged number of victims worldwide on LockBit leak sites starting in Q3 2020,Figure 2 shows the alleged number of victims worldwide on LockBit leak sites starting in Q3 2020
ar23-074a_chunk_0.txt,512,,status messages will be sent to the IP,extortion of the organization,status messages will be sent to the IP,status messages will be sent to the IP,[.]104,"enumerate accessible network shares in a domain.[21],[22",[.]104,[.]104,Detect portable executable file that deletes .dll files,Detect portable executable file that deletes .dll files,Detect portable executable file that deletes .dll files,Detect portable executable file that deletes .dll files
aa21-209a_chunk_9.txt,512,,an actor would first need to have an existing presence,an actor would first need to have an existing presence,an actor would first need to have an existing presence,an actor would first need to have an existing presence,32-bit,32-bit,32-bit,32-bit,reviewing IIS HTTP request logs for evidence of potential exploitation,reviewing IIS HTTP request logs for evidence of potential exploitation,reviewing IIS HTTP request logs for evidence of potential exploitation,reviewing IIS HTTP request logs for evidence of potential exploitation
aa23-059a_chunk_1.txt,512,,to gain access to certain sensitive business systems (SBSs),to gain access to certain sensitive business systems (SBSs),to gain access to certain sensitive business systems (SBSs),to gain access to certain sensitive business systems (SBSs),” ISO file [T1204,” ISO file [T1204,” ISO file [T1204,” ISO file [T1204,to gain access to certain sensitive business systems (SBSs),to gain access to certain sensitive business systems (SBSs),to gain access to certain sensitive business systems (SBSs),to gain access to certain sensitive business systems (SBSs)
aa23-347a_chunk_10.txt,512,,log will contain a log message,extortion of the organization,authentication can occur outside of an organization’s known infrastructure,authentication can occur outside of an organization’s known infrastructure,21.51[.]58 Exploitation Server 103.76.128,"enumerate accessible network shares in a domain.[21],[22","6, 2021","6, 2021",TRUE,a recurring basis,TRUE,a recurring basis
aa21-356a_chunk_7.txt,512,,Privacy & Use policy,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,to access hosted resources without significant evidence or telemetry being generated,"23, 2021","6, 2021","6, 2021","6, 2021",Tech Solvency,a .NET DLL that is designed to invoke PowerShell to download and execute a file,Figure 2 shows the alleged number of victims worldwide on LockBit leak sites starting in Q3 2020,Table 3: Resource Development Technique Title ID Use Acquire Infrastructure: Botnet T1583.005 Actors used User-Agent string Hello World as an initial step of the Mirai botnet to later download malicious artifacts
